0	2	8834
0	9	8955
0	22	9225
0	33	9357
0	67	55177
1	5	8796
1	9	8805
1	23	8834
1	5	8893
1	5	8897
1	43	8907
1	33	8944
1	5	8986
1	5	9018
1	5	9078
1	22	9171
1	64	9307
1	5	9493
1	5	11871
1	33	11978
1	18	12605
1	36	13066
1	22	20212
1	33	29640
1	22	29953
1	98	39141
1	12	49224
2	9	8955
2	28	10373
2	22	11611
2	36	79749
3	9	8805
3	5	8897
3	43	8907
3	5	8986
3	56	9157
3	18	9180
3	23	9797
3	31	16427
3	12	24413
3	22	36495
3	36	48894
3	35	68976
4	2	8834
4	9	8955
4	22	9676
4	67	28214
5	9	8805
5	33	8827
5	5	8897
5	43	9030
5	22	9324
5	23	9603
5	7	12418
5	98	21235
5	18	22096
5	29	38208
5	12	39728
5	36	45467
5	31	49413
5	34	56670
6	23	8791
6	9	8805
6	5	8873
6	5	8893
6	5	8897
6	5	8928
6	62	9024
6	43	9030
6	22	9058
6	17	9472
6	18	9564
6	132	10720
6	33	11367
7	9	8805
7	5	8893
7	5	8897
7	23	8903
7	5	9021
7	43	9030
7	22	9225
7	17	21299
7	31	23884
7	12	26698
7	18	31614
7	32	32589
8	29	2220
8	9	8805
8	22	8832
8	43	8907
8	5	8928
8	62	9024
8	5	9078
8	23	9603
8	31	11689
8	18	12085
8	12	18209
9	2	8834
9	9	8955
9	33	9760
9	67	11076
9	22	25437
9	28	38916
10	9	8955
10	2	9797
10	22	10106
10	36	60759
11	2	8834
11	9	8955
11	22	9348
11	33	11901
11	67	22738
12	2	8834
12	9	8955
12	22	9225
12	22	9348
12	67	10738
12	33	26121
12	34	34062
13	9	8955
13	22	9676
13	67	10791
13	33	14873
13	24	21848
14	9	8955
14	28	9454
14	22	9598
14	2	9603
14	67	10415
14	33	13394
14	28	14903
14	28	15589
14	28	28505
14	28	43059
14	7	47722
14	36	81086
15	2	8791
15	9	8955
15	67	9564
15	22	10164
15	33	11790
15	22	16853
15	33	53686
16	2	8834
16	9	8955
