0	1152	1
0	1036	1
0	1302	1
0	1686	1
0	920	1
0	1062	1
0	1968	1
0	1717	1
0	2109	1
0	1726	1
0	1738	1
0	1865	1
0	1872	1
0	1747	1
0	1880	1
0	1250	1
0	1125	1
0	1765	1
0	1131	1
0	1140	1
0	1780	1
0	1909	1
0	1789	1
0	5512	0
0	190	0
0	2632	0
0	4086	0
0	307	0
0	1499	0
0	2563	0
0	1217	0
0	5102	0
0	4185	0
0	1335	0
0	803	0
0	1629	0
0	1970	0
0	3203	0
0	6514	0
0	4514	0
0	4675	0
0	7593	0
0	5767	0
0	7126	0
0	6203	0
0	3170	0
0	4460	0
0	7155	0
0	3728	0
0	2425	0
0	2300	0
0	7315	0
0	914	0
0	183	0
0	352	0
1	2157	1
1	2574	1
1	2165	1
1	2425	1
1	1532	0
1	3461	0
1	3144	0
2	3078	1
2	1036	1
2	2962	1
2	920	1
2	3224	1
2	2975	1
2	3106	1
2	3114	1
2	2864	1
2	3123	1
2	3132	1
2	1215	1
2	3263	1
2	2755	1
2	1353	1
2	2891	1
2	2651	1
2	3037	1
2	3295	1
2	2657	1
2	2787	1
2	1381	1
2	2923	1
2	2679	1
2	2937	1
2	2106	0
2	3180	0
2	7776	0
2	4337	0
2	3141	0
2	4123	0
2	1424	0
2	3772	0
2	3443	0
2	3673	0
2	7040	0
2	5639	0
2	2655	0
2	1707	0
2	8329	0
2	7668	0
2	6133	0
2	5584	0
2	8708	0
2	687	0
2	1506	0
2	2245	0
2	7462	0
2	4597	0
2	5482	0
2	3445	0
2	1409	0
2	1781	0
2	904	0
2	8772	0
3	4224	1
3	3595	1
3	3856	1
3	4118	1
3	3991	1
3	2975	1
3	3106	1
3	4008	1
3	3371	1
3	3373	1
3	3630	1
3	4017	1
3	4274	1
3	3636	1
3	3387	1
3	3645	1
3	3776	1
3	3394	1
3	4165	1
3	4182	1
3	3801	1
3	3295	1
3	3681	1
3	4192	1
3	4204	1
3	2670	1
3	3450	1
3	7554	0
3	7219	0
3	6064	0
3	5225	0
3	1167	0
3	2776	0
3	2849	0
3	6112	0
3	839	0
3	4829	0
3	6096	0
3	7704	0
3	6735	0
3	1763	0
3	281	0
3	6370	0
3	520	0
3	643	0
3	1892	0
3	5710	0
3	1515	0
3	4605	0
3	8443	0
4	5141	1
4	5148	1
4	4900	1
4	4915	1
4	5050	1
4	4668	1
4	4950	1
4	4700	1
4	4318	1
4	4834	1
4	4708	1
4	4326	1
4	4591	1
4	4849	1
4	5111	1
4	4728	1
4	4605	1
4	3904	0
4	4099	0
